;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
4504;253073;J. Okumu;Joseph Okumu;24;193;75;Kenya;71;76;5;1795;389;CB;CB;KAA Gent;2600000;11000;4099999;CB;2025.0;2.0;2021;False;Fora;;;Direito;Média;Alta;71;49;63;61;70;75;58;52;78;71;52;54;45;39;70;68;70;72;64;68;68;47;77;75;80;47;63;70;46;60;45;65;71;69;65;7;9;13;14;8
4478;246667;J. Novillo;Joaquín Novillo;23;190;85;Argentina;71;76;5;1539;339;CB;CB;Racing Club;2600000;10000;4099999;RES;2022.0;40.0;2019;False;Fora;;;Esquerdo;Baixa;Média;64;34;43;48;70;80;33;27;77;58;31;46;26;28;44;50;63;65;45;69;48;52;76;68;86;29;80;68;38;36;43;59;67;72;68;9;9;9;8;11
4088;231104;Juninho;José Carlos Ferreira Júnior;26;187;80;Brazil;71;76;5;1604;358;CB,LB;CB;FC Midtjylland;2400000;16000;3300000;CB;2026.0;73.0;2021;False;Fora;;;Esquerdo;Média;Média;73;35;50;55;71;74;53;29;73;63;27;50;33;36;49;58;73;73;65;62;60;57;74;66;79;27;72;74;28;32;40;58;63;75;70;9;8;9;10;7
4290;244963;Ivanildo Fernandes;Ivanildo Jorge Mendes Fernandes;25;193;83;Portugal;71;76;5;1491;336;CB;CB;Vizela;2500000;4000;5400000;CB;2024.0;4.0;2021;False;Fora;;;Esquerdo;Média;Média;62;28;47;48;70;81;37;21;70;61;27;46;27;30;52;57;56;66;31;69;29;45;66;72;89;25;78;70;31;40;39;62;69;72;70;12;6;14;9;5
3744;252168;M. Brizuela;Miguel Brizuela;24;181;72;Argentina;72;76;4;1633;358;CB,LB;CB;Vélez Sarsfield;3000000;9000;4700000;SUB;2023.0;28.0;2019;False;Fora;;;Esquerdo;Baixa;Alta;61;37;56;55;70;79;60;32;74;70;29;52;29;35;50;58;60;62;55;69;47;57;82;77;80;30;79;67;29;43;43;54;68;72;73;13;14;10;5;9
3236;221600;M. Clarke;Matt Clarke;24;185;83;England;72;76;4;1659;359;CB;CB;West Bromwich Albion;3000000;29000;0;CB;2022.0;16.0;2019;True;Fora;;;Esquerdo;Média;Média;53;37;54;62;72;81;45;30;73;62;36;64;36;36;60;61;51;55;47;66;65;57;73;73;86;33;78;70;47;53;34;74;72;72;70;11;6;14;12;11
3837;251901;Willyan;Willyan da Silva Rocha;26;193;86;Brazil;71;76;5;1613;367;CB,CDM;CB;Portimonense SC;2400000;6000;5200000;CB;2023.0;4.0;2019;False;Fora;;;Direito;Média;Média;56;45;55;63;70;78;31;42;74;67;32;64;33;28;66;73;58;55;35;70;37;55;56;73;85;50;74;68;33;62;40;68;68;72;65;14;6;6;11;10
4128;229537;T. Cardona;Tomás Cardona;25;185;77;Argentina;71;76;5;1616;345;CB;CB;Defensa y Justicia;2500000;9000;3900000;RES;2024.0;25.0;2021;False;Fora;;;Esquerdo;Baixa;Média;50;41;47;56;69;82;44;37;73;60;27;55;30;37;56;60;41;58;55;62;46;54;81;79;83;38;83;69;35;29;59;63;68;70;67;14;14;12;10;10
4091;228518;A. Hanche-Olsen;Andreas Hanche-Olsen;24;185;82;Norway;71;76;5;1664;361;CB;CB;KAA Gent;2600000;11000;4099999;CB;2023.0;21.0;2020;False;Norway;SUB;21.0;Direito;Média;Alta;67;35;53;58;70;78;52;33;67;64;31;54;42;29;54;60;65;69;59;69;71;40;81;71;83;32;74;70;48;45;38;67;72;70;65;10;13;15;6;12
3434;253695;L. Takács;Ladislav Takács;24;190;84;Czech Republic;72;76;4;1737;383;CB,CDM;CB;SK Slavia Praha;3000000;600;6500000;RES;2022.0;24.0;2019;False;Fora;;;Direito;Média;Média;59;56;58;60;72;78;41;54;74;69;54;60;44;32;66;65;57;60;51;66;46;72;57;66;88;50;75;72;42;61;40;60;70;73;70;8;14;14;13;13
4061;229011;K. N'Doram;Kévin N'Doram;25;185;77;France;71;76;5;1800;386;CDM,CM;CB;FC Metz;2500000;11000;5200000;RES;2024.0;6.0;2020;False;Fora;;;Direito;Alta;Alta;62;48;60;68;69;79;49;42;68;70;41;69;50;29;68;70;64;60;60;68;56;59;81;80;79;48;79;67;62;58;55;65;70;71;69;11;12;14;9;12
4312;226130;F. Miguel;Florian Miguel;24;179;70;France;71;75;4;1825;393;CB,LB;CB;SD Huesca;2400000;7000;4000000;SUB;2023.0;3.0;2021;False;Fora;;;Esquerdo;Média;Média;68;49;64;69;71;72;68;50;65;70;41;69;58;39;59;69;66;70;69;73;70;54;80;71;72;44;71;72;59;59;41;67;71;71;73;8;11;8;16;8
4302;244456;M. Erlić;Martin Erlić;23;193;88;Croatia;71;75;4;1509;332;CB;CB;Spezia;2400000;15000;0;CB;2022.0;28.0;2021;True;Fora;;;Direito;Baixa;Média;56;33;49;50;71;73;31;29;72;67;33;48;32;28;62;54;55;56;42;68;45;48;60;57;82;21;75;69;31;33;49;60;70;74;72;9;9;7;13;8
4297;234727;T. Hübers;Timo Hübers;24;190;82;Germany;71;75;4;1675;374;CB;CB;1. FC Köln;2400000;13000;4500000;SUB;2023.0;4.0;2021;False;Fora;;;Direito;Média;Alta;83;39;54;55;72;71;40;36;68;62;35;53;38;39;63;60;80;86;48;67;50;51;69;60;78;35;70;74;42;53;40;63;72;73;72;14;11;14;9;13
3962;251450;Henrique Gomes;Henrique Martins Gomes;25;185;78;Portugal;71;75;4;1681;362;LB;CB;Gil Vicente FC;2400000;6000;5100000;SUB;2023.0;55.0;2019;False;Fora;;;Esquerdo;Média;Média;66;36;54;62;71;73;69;31;69;58;33;63;56;37;43;62;64;68;53;69;56;45;69;74;73;36;73;71;50;45;41;56;72;71;69;13;13;10;12;13
4120;245156;F. Russo;Franco Russo;26;185;78;Argentina;71;75;4;1556;338;CB;CB;RCD Mallorca;2300000;15000;5200000;CB;2024.0;5.0;2018;False;Fora;;;Direito;Média;Média;66;30;50;47;74;71;41;25;64;64;32;37;37;29;57;65;60;70;33;66;52;44;91;75;73;25;55;80;24;39;50;55;74;73;72;11;8;11;14;5
3848;220665;G. Wüthrich;Gregory Wüthrich;26;192;88;Switzerland;71;75;4;1559;341;CB;CB;SK Sturm Graz;2300000;13000;3600000;CB;2022.0;5.0;2020;False;Fora;;;Direito;Média;Média;55;35;49;51;71;80;37;33;67;58;32;47;30;29;54;56;54;55;56;68;34;41;80;70;89;34;71;70;36;50;39;66;73;72;69;7;9;14;15;10
4011;236303;Jean;Jean Carlos de Souza Irmer;26;183;80;Brazil;71;75;4;1776;386;CDM,CM;CB;Gil Vicente FC;2300000;7000;4900000;SUB;2023.0;25.0;2021;False;Fora;;;Direito;Média;Alta;67;49;58;65;73;74;45;45;62;67;48;65;53;53;64;68;69;65;59;61;60;62;67;72;74;44;76;73;40;54;56;54;71;77;79;9;6;7;12;13
3952;232459;Carlos Ponck;Carlos Santos Rodrigues;26;183;84;Cape Verde Islands;71;75;4;1729;373;CB;CB;Medipol Başakşehir FK;2300000;20000;4800000;SUB;2023.0;26.0;2019;False;Fora;;;Direito;Média;Alta;68;45;51;60;70;79;44;35;71;59;33;59;41;45;54;61;67;69;61;64;57;70;91;69;83;46;78;66;45;45;49;64;71;72;69;13;12;9;11;10
